"Fecha","Hora","RadSol.W.m2","TempAire.C","HumRel.porc","VelViento.m.s","Precipitacion.mm"
2016-04-17,18,4.165,17.85,70.5,3.8,0
2016-04-17,19,0,17.25,74.5,4.05,0
2016-04-17,20,0,17.15,75,3.8,0
2016-04-17,21,0,16.95,76.5,3.35,0
2016-04-17,22,0,16.45,79,3.35,0
2016-04-17,23,0,16.4,74,3.35,0
2016-04-18,0,0,15.8,73.5,2.9,0
2016-04-18,1,0,16,74.5,2.9,0
2016-04-18,2,0,16,73.5,3.15,0
2016-04-18,3,0,16.25,71.5,3.55,0
2016-04-18,4,0,15.85,73.5,2.7,0
2016-04-18,5,0,15.2,75.5,3.35,0
2016-04-18,6,9.2225,14.9,76,3.1,0
2016-04-18,7,65.45,15.9,73,3.15,0
2016-04-18,8,177.6075,17.65,68.5,3.8,0
2016-04-18,9,354.025,19.3,62,4.25,0
2016-04-18,10,267.4525,20.15,59.5,4.5,0
2016-04-18,11,288.575,21.1,54.5,4.7,0
2016-04-18,12,512.89,21.8,53.5,5.4,0
2016-04-18,13,574.77,22.5,49,5.15,0
2016-04-18,14,132.3875,21.3,51.5,3.8,0
2016-04-18,15,187.7225,21.8,53,3.6,0
2016-04-18,16,213.3075,20.85,57.5,3.6,0
2016-04-18,17,55.93,19.6,60,2.7,0
2016-04-18,18,5.95,18.35,66,2,0
2016-04-18,19,0,15.55,78,0.9,0
2016-04-18,20,0,14.7,81.5,1.3,0
2016-04-18,21,0,13.85,85,1.1,0
2016-04-18,22,0,14.6,87,1.1,0
2016-04-18,23,0,15.9,79.5,2.2,0
2016-04-19,0,0,16,77,2.2,0
2016-04-19,1,0,15.75,76,2.25,0
2016-04-19,2,0,15.15,78,1.8,0
2016-04-19,3,0,15.15,79,2.45,0
2016-04-19,4,0,15.5,78.5,3.6,0
2016-04-19,5,0,15.25,79.5,2.45,0
2016-04-19,6,13.09,14.4,81.5,2.9,0
2016-04-19,7,149.0475,16.15,77.5,2.65,0
2016-04-19,8,298.095,18.15,67,3.8,0
2016-04-19,9,428.4,19.9,62,4.05,0
2016-04-19,10,512.5925,21.4,54,4.25,0
2016-04-19,11,409.6575,22.5,48,4.25,0
2016-04-19,12,409.0625,22.95,47.5,3.8,0
2016-04-19,13,431.97,23.5,46.5,4,0
2016-04-19,14,289.4675,23.4,46,3.6,0
2016-04-19,15,192.4825,23,46.5,3.15,0
2016-04-19,16,95.2,21.3,72,2.2,0
2016-04-19,17,78.2425,19.6,82.5,1.75,0
2016-04-19,18,8.925,18.5,87,0.9,0
2016-04-19,19,0,17,89,0.4,0
2016-04-19,20,0,15.6,90,0.65,0
2016-04-19,21,0,14.6,88,1.3,0
2016-04-19,22,0,14.45,92,1.3,0
2016-04-19,23,0,15.55,85.5,1.8,0
2016-04-20,0,0,15.9,79.5,2.45,0
2016-04-20,1,0,15.85,78,2.45,0
2016-04-20,2,0,16.3,77.5,3.15,0
2016-04-20,3,0,16.25,76.5,3.1,0
2016-04-20,4,0,15.95,77.5,2,0
2016-04-20,5,0,15.45,78.5,2.25,0
2016-04-20,6,7.735,15.8,78.5,2.9,0
2016-04-20,7,65.7475,16.7,74.5,1.8,0
2016-04-20,8,104.125,17.15,72,2.9,0
2016-04-20,9,187.1275,18.2,67.5,2.65,0
2016-04-20,10,331.415,19.65,63,2.9,0
2016-04-20,11,416.5,21.4,55.5,3.1,0
2016-04-20,12,491.1725,22.45,53.5,3.8,0
2016-04-20,13,414.12,22.55,51.5,4.5,0
2016-04-20,14,260.3125,21.4,58,4.25,0
2016-04-20,15,191.8875,20.2,60.5,5.15,0
2016-04-20,16,112.7525,19.15,62.5,5.15,0
2016-04-20,17,25.2875,18.05,64,3.8,0
2016-04-20,18,1.785,17.5,65,2.9,0
2016-04-20,19,0,17.1,65,2,0
2016-04-20,20,0,15.95,71.5,1.75,0
2016-04-20,21,0,14.7,78.5,0.9,0
2016-04-20,22,0,14.1,81.5,1.1,0
2016-04-20,23,0,14.35,80.5,1.8,0
2016-04-21,0,0,15.55,74,1.8,0
2016-04-21,1,0,15.25,73.5,2.9,0
2016-04-21,2,0,15.4,72.5,3.1,0
2016-04-21,3,0,15.4,72,2.45,0
2016-04-21,4,0,15.5,73,3.8,0
2016-04-21,5,0,15.7,73,3.55,0
2016-04-21,6,10.4125,15.75,73,2.45,0
2016-04-21,7,37.7825,16.45,69.5,3.8,0
2016-04-21,8,96.0925,18.3,61.5,4.5,0
2016-04-21,9,402.22,21,52.5,4.45,0
2016-04-21,10,521.22,22.35,50,4.7,0
2016-04-21,11,513.7825,23.05,48,4.5,0
2016-04-21,12,605.4125,23.65,47,4.7,0
2016-04-21,13,580.125,23.75,45.5,4.45,0
2016-04-21,14,310.59,23,50.5,4.25,0
2016-04-21,15,131.495,22.15,50.5,3.6,0
2016-04-21,16,77.945,21.65,54.5,2.9,0
2016-04-21,17,40.46,20.3,67,2.25,0
2016-04-21,18,5.95,18.3,85.5,1.3,0
2016-04-21,19,0,17.2,83,1.8,0
2016-04-21,20,0,17.65,72.5,2.45,0
2016-04-21,21,0,17.25,74,2.25,0
2016-04-21,22,0,17.35,74.5,2.2,0
2016-04-21,23,0,16.75,77,2.7,0
2016-04-22,0,0,16.65,77,2,0
2016-04-22,1,0,16.8,75,3.15,0
2016-04-22,2,0,16.85,74,3.1,0
2016-04-22,3,0,16.65,76,2.65,0
2016-04-22,4,0,16.8,75.5,2.7,0
2016-04-22,5,0,16.85,74.5,3.1,0
2016-04-22,6,8.33,16.8,73.5,3.1,0
2016-04-22,7,84.1925,17.4,73,3.35,0
2016-04-22,8,189.5075,18.7,68,4.45,0
2016-04-22,9,134.47,18.4,68,4,0
2016-04-22,10,226.1,19.15,66,4.7,0
2016-04-22,11,330.5225,20.4,60.5,4.9,0
2016-04-22,12,416.2025,21.4,56,5.4,0
2016-04-22,13,403.41,21.85,54,5.35,0
2016-04-22,14,360.2725,22.25,53,4.45,0
2016-04-22,15,223.72,21.25,56,4.7,0
2016-04-22,16,85.68,20.45,60,4,0
2016-04-22,17,52.0625,19,66,4.5,0
2016-04-22,18,3.2725,17.85,68.5,4.5,0
2016-04-22,19,0,17.5,67.5,3.6,0
2016-04-22,20,0,17.1,70.5,2.45,0
2016-04-22,21,0,16.55,72.5,2.25,0
2016-04-22,22,0,15.45,75.5,2,0
2016-04-22,23,0,13.75,81,1.1,0
2016-04-23,0,0,14.75,77.5,2,0
2016-04-23,1,0,16.5,69.5,2.25,0
2016-04-23,2,0,15.95,71,2.9,0
2016-04-23,3,0,15.8,73,2.45,0
2016-04-23,4,0,15.6,74.5,2.2,0
2016-04-23,5,0,15.7,74,1.55,0
2016-04-23,6,6.545,16.25,72.5,1.55,0
2016-04-23,7,78.54,16.8,72.5,2,0
2016-04-23,8,243.95,18.6,67,3.15,0
2016-04-23,9,430.78,20.5,58,3.6,0
2016-04-23,10,397.1625,21.4,56,2.45,0
2016-04-23,11,88.9525,19.85,66.5,2,0
2016-04-23,12,91.035,18.7,72,2.45,0
2016-04-23,13,347.1825,21.55,56.5,3.15,0
2016-04-23,14,186.83,21.3,62,2.45,0
2016-04-23,15,294.525,21.1,64.5,2,0
2016-04-23,16,71.4,19.95,76,2,0
2016-04-23,17,33.0225,17.8,88,2,0
2016-04-23,18,1.4875,15.95,93,2.2,0
2016-04-23,19,0,14.95,93,2.2,0
2016-04-23,20,0,14.3,97,1.35,0
2016-04-23,21,0,14.45,95.5,1.1,0
2016-04-23,22,0,14.55,96,1.3,0
2016-04-23,23,0,14.1,97.5,1.1,0
2016-04-24,0,0,13.95,97.5,1.1,0
2016-04-24,1,0,13.9,96.5,1.55,0
2016-04-24,2,0,13.75,96.5,1.3,0
2016-04-24,3,0,13.75,97.5,0.65,0
2016-04-24,4,0,13.6,97.5,0.65,0
2016-04-24,5,0,13.55,97.5,0.85,0
2016-04-24,6,9.2225,13.6,97,0.2,0
2016-04-24,7,59.7975,14.25,96.5,0.65,0
2016-04-24,8,109.48,14.65,96,1.3,0
2016-04-24,9,218.6625,16.2,89,1.3,0
2016-04-24,10,423.3425,18.8,76.5,0.9,0
2016-04-24,11,415.0125,19.45,78.5,2.25,0
2016-04-24,12,303.1525,19.3,79,2.9,0
2016-04-24,13,221.935,18.45,83,1.75,0
2016-04-24,14,226.3975,18.45,81,2.9,0
2016-04-24,15,27.0725,17.2,85,1.3,0
2016-04-24,16,19.9325,15.65,92,1.3,0
2016-04-24,17,5.6525,14.3,87.5,3.8,0
2016-04-24,18,0,14.8,85,2.45,0
2016-04-24,19,0,14.9,80.5,2.45,0
2016-04-24,20,0,13.85,94,0.85,0
2016-04-24,21,0,13.4,93.5,0.65,0
2016-04-24,22,0,13.05,92.5,0.9,0
2016-04-24,23,0,13.55,89.5,0.9,0
2016-04-25,0,0,13.05,93.5,0.2,0
2016-04-25,1,0,12.75,94.5,0.65,0
2016-04-25,2,0,12.95,94,0.9,0
2016-04-25,3,0,13.1,94,1.1,0
2016-04-25,4,0,13.65,90.5,2.45,0
2016-04-25,5,0,13.15,93.5,0.9,0
2016-04-25,6,22.9075,13.4,92,1.75,0
2016-04-25,7,208.5475,15.55,89.5,2.9,0
2016-04-25,8,309.6975,17.4,83.5,3.15,0
2016-04-25,9,422.1525,18.8,75,2.9,0
2016-04-25,10,517.9475,20.6,60.5,2,0
2016-04-25,11,593.81,21.55,66,2.25,0
2016-04-25,12,662.83,21.7,69,2.9,0
2016-04-25,13,427.5075,21,73.5,3.15,0
2016-04-25,14,552.4575,21.35,72.5,3.35,0
2016-04-25,15,327.845,20.6,74.5,3.35,0
2016-04-25,16,40.1625,18.8,79.5,2.25,0
2016-04-25,17,21.1225,17.95,84,2,0
2016-04-25,18,2.38,16.95,88,1.75,0
2016-04-25,19,0,16.25,90,1.3,0
2016-04-25,20,0,16.25,89.5,1.55,0
2016-04-25,21,0,16.2,90.5,0.9,0
2016-04-25,22,0,15.9,91.5,1.3,0
2016-04-25,23,0,15.6,93,0.9,0
2016-04-26,0,0,15.45,93,0.2,0
2016-04-26,1,0,15.35,94.5,0.65,0
2016-04-26,2,0,15.55,91,1.1,0
2016-04-26,3,0,14.9,96.5,0.85,0
2016-04-26,4,0,14.7,97,0.2,0
2016-04-26,5,0,14.7,97.5,0,0
2016-04-26,6,14.28,14.5,97,0.65,0
2016-04-26,7,126.14,15.95,93,0.65,0
2016-04-26,8,271.6175,18.4,83.5,2,0
2016-04-26,9,445.655,20.3,68,2.65,0
2016-04-26,10,490.875,21.45,63.5,3.1,0
2016-04-26,11,534.31,22.55,59.5,3.35,0
2016-04-26,12,486.115,22.9,64.5,2.45,0
2016-04-26,13,206.465,19.35,79,3.15,0
2016-04-26,14,33.32,16.4,89,0.85,0
2016-04-26,15,50.2775,17.45,83.5,0.9,0
2016-04-26,16,79.73,17.5,84,1.3,0
2016-04-26,17,86.87,17.8,83,1.3,0
2016-04-26,18,2.38,17.25,85.5,0.9,0
2016-04-26,19,0,15.95,93.5,1.1,0
2016-04-26,20,0,14.85,95,1.1,0
2016-04-26,21,0,15.25,92,1.1,0
2016-04-26,22,0,15.35,90.5,0.65,0
2016-04-26,23,0,14.8,92,0.65,0
2016-04-27,0,0,14.75,91,1.3,0
2016-04-27,1,0,14.05,94.5,0.4,0
2016-04-27,2,0,14.15,95.5,1.35,0
2016-04-27,3,0,14,96,1.35,0
2016-04-27,4,0,14.05,96,2.2,0
2016-04-27,5,0,14.15,94,2.9,0
2016-04-27,6,7.735,15.55,84.5,2.25,0
2016-04-27,7,38.9725,15.25,89.5,1.35,0
2016-04-27,8,156.485,15.85,91.5,1.1,0
2016-04-27,9,421.5575,18.95,77,2.2,0
2016-04-27,10,520.9225,20.8,63,2.7,0
2016-04-27,11,579.8275,20.45,78,3.1,0
2016-04-27,12,587.86,20.15,81,3.1,0
2016-04-27,13,567.63,20.7,79,3.1,0
2016-04-27,14,525.98,20.25,82,3.8,0
2016-04-27,15,392.9975,19.7,81,4,0
2016-04-27,16,91.3325,17.9,86.5,3.1,0
2016-04-27,17,58.0125,17.55,87,2,0
2016-04-27,18,4.165,17,90,1.55,0
2016-04-27,19,0,16.45,93.5,1.1,0
2016-04-27,20,0,16.25,93,0.65,0
2016-04-27,21,0,15.85,93.5,1.1,0
2016-04-27,22,0,15.9,86,2.7,0
2016-04-27,23,0,15.55,86.5,2.45,0
2016-04-28,0,0,14.8,89.5,0.65,0
2016-04-28,1,0,15.2,81.5,2.45,0
2016-04-28,2,0,14.6,84,2.2,0
2016-04-28,3,0,15.65,79,2.45,0
2016-04-28,4,0,15.6,76.5,1.55,0
2016-04-28,5,0,15,80.5,1.8,0
2016-04-28,6,14.875,15.75,78,1.55,0
2016-04-28,7,115.43,16.6,76.5,2.9,0
2016-04-28,8,286.4925,17.65,74,3.35,0
2016-04-28,9,282.9225,18.7,67,2.45,0
2016-04-28,10,384.0725,19.7,69.5,2,0
2016-04-28,11,285.3025,18.7,79,2,0
2016-04-28,12,211.82,18.9,76.5,1.55,0
2016-04-28,13,371.5775,19.45,78,2.45,0
2016-04-28,14,270.725,19.05,79,2.25,0
2016-04-28,15,199.0275,18.85,82.5,2.7,0
2016-04-28,16,91.035,17.95,87,2.7,0
2016-04-28,17,40.46,16.95,89.5,2,0
2016-04-28,18,8.925,16.4,90,2,0
2016-04-28,19,0,16,90.5,1.35,0
2016-04-28,20,0,15.2,94.5,1.1,0
2016-04-28,21,0,14.9,94,0.4,0
2016-04-28,22,0,14.95,92.5,0.85,0
2016-04-28,23,0,14.4,95.5,0.65,0
2016-04-29,0,0,13.75,97,0.65,0
2016-04-29,1,0,13.65,97,0.4,0
2016-04-29,2,0,14.2,89.5,1.75,0
2016-04-29,3,0,14.35,88,2.7,0
2016-04-29,4,0,13.8,91.5,2.45,0
2016-04-29,5,0,13.55,95.5,2.45,0
2016-04-29,6,10.71,14.2,83.5,2.2,0
2016-04-29,7,102.6375,15.25,81.5,2.45,0
2016-04-29,8,192.4825,17.35,69.5,2.7,0
2016-04-29,9,206.7625,17.75,70.5,2.7,0
2016-04-29,10,455.175,19.75,66,3.1,0
2016-04-29,11,455.77,20.95,60,3.6,0
2016-04-29,12,564.06,21.9,58,4,0
2016-04-29,13,425.7225,21.45,66.5,3.6,0
2016-04-29,14,313.2675,19.75,81.5,2.65,0
2016-04-29,15,137.7425,18.5,83,2,0
2016-04-29,16,52.955,17.85,86,2.2,0
2016-04-29,17,11.6025,16.85,89,1.55,0
2016-04-29,18,0,15.7,94.5,0.9,0
2016-04-29,19,0,15.65,95,0.9,0
2016-04-29,20,0,15.35,96.5,0.45,0
2016-04-29,21,0,15.3,96.5,0.4,0
2016-04-29,22,0,15.2,92.5,0.85,0
2016-04-29,23,0,15.3,87,1.55,0
2016-04-30,0,0,14.75,87.5,1.3,0
2016-04-30,1,0,15.4,85,1.55,0
2016-04-30,2,0,15.25,87.5,1.1,0
2016-04-30,3,0,13.7,96,0.4,0
2016-04-30,4,0,14.15,93,0.85,0
2016-04-30,5,0,15.4,87.5,1.55,0
2016-04-30,6,19.635,15.5,87.5,2,0
2016-04-30,7,148.75,17.15,79,2.9,0
2016-04-30,8,159.7575,17.6,76,3.1,0
2016-04-30,9,284.7075,19.05,67,4.25,0
2016-04-30,10,477.785,20,66,4,0
2016-04-30,11,556.6225,20.6,64,4.25,0
2016-04-30,12,390.0225,20.45,64.5,4.25,0
2016-04-30,13,126.735,19.75,64.5,2.65,0
2016-04-30,14,149.345,19.25,67.5,2.7,0
2016-04-30,15,255.5525,19.55,66,3.8,0
2016-04-30,16,146.37,19.05,69.5,3.15,0
2016-04-30,17,27.965,17.55,72,2.45,0
2016-04-30,18,0,16.95,76,3.6,0
2016-04-30,19,0,16.3,79.5,3.35,0
2016-04-30,20,0,15.75,82,3.1,0
2016-04-30,21,0,15.1,84,2.45,0
2016-04-30,22,0,14.95,84.5,2.9,0
2016-04-30,23,0,14.9,84.5,3.15,0
2016-05-01,0,0,14.7,85,2.9,0
2016-05-01,1,0,14.75,85,2.25,0
2016-05-01,2,0,14.8,83,3.15,0
2016-05-01,3,0,14.7,83.5,2.7,0
2016-05-01,4,0,14.75,83,2.9,0
2016-05-01,5,0,14.7,82.5,2.2,0
2016-05-01,6,5.6525,14.6,84.5,1.8,0
2016-05-01,7,19.9325,14.7,86.5,1.3,0
2016-05-01,8,27.0725,14.7,88,1.3,0
2016-05-01,9,70.5075,15.25,87.5,1.55,0
2016-05-01,10,196.945,16.7,80,1.8,0
2016-05-01,11,336.175,17.65,75.5,2.2,0
2016-05-01,12,424.5325,18.95,69.5,2.45,0
2016-05-01,13,448.63,20.1,63.5,4.05,0
2016-05-01,14,342.72,19.95,65,3.6,0
2016-05-01,15,110.67,17.05,87.5,2.7,0
2016-05-01,16,73.4825,16,92,1.35,0
2016-05-01,17,30.94,16.2,92,0.65,0
2016-05-01,18,1.4875,17.15,77,1.75,0
2016-05-01,19,0,16.7,76.5,2.7,0
2016-05-01,20,0,16.4,76.5,3.1,0
2016-05-01,21,0,15.9,79.5,2.9,0
2016-05-01,22,0,15.15,84,3.1,0
2016-05-01,23,0,15,85,2.2,0
2016-05-02,0,0,15.65,79,2.45,0
2016-05-02,1,0,15.45,80.5,2.2,0
2016-05-02,2,0,15.3,80,2.2,0
2016-05-02,3,0,14.9,81,2.2,0
2016-05-02,4,0,14.9,80,2.7,0
2016-05-02,5,0,14.8,80.5,2.2,0
2016-05-02,6,27.965,15.45,78,2.65,0
2016-05-02,7,119.2975,16.1,76,2.7,0
2016-05-02,8,318.6225,18,67.5,2.9,0
2016-05-02,9,265.37,18.25,66,3.1,0
2016-05-02,10,342.125,19.5,63,2.9,0
2016-05-02,11,370.09,20.45,57.5,3.6,0
2016-05-02,12,339.745,21.05,52.5,3.35,0
2016-05-02,13,384.6675,21.75,50,3.15,0
2016-05-02,14,229.9675,21.65,52.5,2,0
2016-05-02,15,180.5825,18.55,82,2.9,0
2016-05-02,16,167.195,17.3,87,3.1,0
2016-05-02,17,31.535,16.3,92.5,2,0
2016-05-02,18,2.0825,15.75,95,1.55,0
2016-05-02,19,0,15.5,95.5,0.9,0
2016-05-02,20,0,15.2,96.5,0.65,0
2016-05-02,21,0,14.9,97,0.45,0
2016-05-02,22,0,14.7,97,0.2,0
2016-05-02,23,0,13.4,96.5,0.65,0
2016-05-03,0,0,13.05,93.5,1.55,0
2016-05-03,1,0,12.75,93,1.35,0
2016-05-03,2,0,12.45,96,1.1,0
2016-05-03,3,0,12.3,95,1.3,0
2016-05-03,4,0,12.3,96,2,0
2016-05-03,5,0,14.05,85.5,2.7,0
2016-05-03,6,27.0725,15,81.5,2.7,0
2016-05-03,7,56.8225,15.7,78,3.35,0
2016-05-03,8,109.48,16.1,76,3.1,0
2016-05-03,9,122.2725,15.9,74.5,3.35,0
2016-05-03,10,120.785,15.85,75,2.45,0
2016-05-03,11,220.745,17.7,67.5,2.7,0
2016-05-03,12,356.405,19,65.5,2.45,0
2016-05-03,13,296.31,19.9,61,2,0
2016-05-03,14,461.72,20.95,62,2.2,0
2016-05-03,15,342.72,20.5,64,2.25,0
2016-05-03,16,236.81,19.5,75,2.25,0
2016-05-03,17,24.99,17.3,79.5,2,0
2016-05-03,18,0,15.9,84.5,1.1,0
2016-05-03,19,0,15.6,90.5,0.9,0
2016-05-03,20,0,15.6,90.5,0,0
2016-05-03,21,0,15.35,92.5,0,0
2016-05-03,22,0,14.85,92,0.4,0
2016-05-03,23,0,14.15,96,0.4,0
2016-05-04,0,0,13.35,97.5,0.4,0
2016-05-04,1,0,12.75,97,0.4,0
2016-05-04,2,0,12.55,96,0.65,0
2016-05-04,3,0,13.05,96.5,0.4,0
2016-05-04,4,0,13.15,95.5,0.65,0
2016-05-04,5,0,13,91.5,1.1,0
2016-05-04,6,10.71,12.25,97,0.45,0
2016-05-04,7,67.83,13.5,95.5,1.1,0
2016-05-04,8,195.755,14.85,90,1.35,0
2016-05-04,9,315.945,16.95,81.5,1.8,0
2016-05-04,10,348.075,17.65,83.5,1.75,0
2016-05-04,11,317.73,17.8,79.5,1.8,0
2016-05-04,12,370.09,19.15,72,2,0
2016-05-04,13,414.4175,19.25,75.5,2.9,0
2016-05-04,14,395.08,19.45,79.5,2.7,0
2016-05-04,15,369.1975,19.35,79,3.1,0
2016-05-04,16,264.18,19.1,78,2.7,0
2016-05-04,17,52.36,18.15,79,1.55,0
2016-05-04,18,4.165,17,89.5,0.4,0
2016-05-04,19,0,17.4,76.5,2.45,0
2016-05-04,20,0,17.15,75,4,0
2016-05-04,21,0,16.8,75.5,4,0
2016-05-04,22,0,16.15,77.5,3.35,0
2016-05-04,23,0,15.7,80,2.9,0
2016-05-05,0,0,15.35,80.5,2,0
2016-05-05,1,0,15.5,76,2.2,0
2016-05-05,2,0,15.35,74,2,0
2016-05-05,3,0,15.15,74.5,2,0
2016-05-05,4,0,14.65,77.5,2.2,0
2016-05-05,5,0,14.95,76,3.55,0
2016-05-05,6,14.28,14.9,77,3.35,0
2016-05-05,7,88.06,16.2,72.5,4.25,0
2016-05-05,8,166.3025,17.9,65,3.8,0
2016-05-05,9,352.5375,19.8,56,4.25,0
2016-05-05,10,500.6925,21.6,54.5,4.7,0
2016-05-05,11,533.715,22.15,53.5,4.9,0
2016-05-05,12,587.86,22.95,48.5,4,0
2016-05-05,13,565.5475,23.6,47,3.6,0
2016-05-05,14,389.725,22.95,63,2.7,0
2016-05-05,15,261.5025,22,68,2.2,0
2016-05-05,16,66.3425,19.45,79,2.25,0
2016-05-05,17,50.2775,18,91.5,1.1,0
2016-05-05,18,13.685,17.8,90,0.9,0
2016-05-05,19,0,17.1,93,0.65,0
2016-05-05,20,0,16.65,93.5,0.4,0
2016-05-05,21,0,16.7,92,0.4,0
2016-05-05,22,0,16.45,93,0.2,0
2016-05-05,23,0,16.05,94,0.4,0
2016-05-06,0,0,15.5,95,0.65,0
2016-05-06,1,0,16.25,81,1.35,0
2016-05-06,2,0,15.7,87,0.9,0
2016-05-06,3,0,14.9,96.5,0.2,0
2016-05-06,4,0,14.5,97,0.4,0
2016-05-06,5,0,14.3,97.5,0.4,0
2016-05-06,6,23.5025,14.2,98,0.65,0
2016-05-06,7,103.8275,16.55,77.5,2.25,0
2016-05-06,8,224.0175,18.05,70,3.15,0
2016-05-06,9,324.275,18.75,67,4.25,0
2016-05-06,10,395.3775,19.85,62.5,4.05,0
2016-05-06,11,528.36,21.45,54.5,3.8,0
2016-05-06,12,416.5,22.25,51,3.15,0
2016-05-06,13,324.275,22.65,60,2.25,0
2016-05-06,14,95.4975,19.8,71.5,2.9,0
2016-05-06,15,18.1475,16.1,82.5,2.45,0
2016-05-06,16,8.0325,16.75,71,3.35,0
2016-05-06,17,6.545,16.65,70,2.7,0
2016-05-06,18,0.595,16.15,72,2.9,0
2016-05-06,19,0,16,72.5,2.45,0
2016-05-06,20,0,15.85,73.5,2.7,0
2016-05-06,21,0,15.45,76.5,2.45,0
2016-05-06,22,0,15.9,74,3.1,0
2016-05-06,23,0,16.65,68,2.9,0
2016-05-07,0,0,14.05,87,0.85,0
2016-05-07,1,0,13.25,89.5,0.9,0
2016-05-07,2,0,14.25,82.5,1.55,0
2016-05-07,3,0,15,75.5,2,0
2016-05-07,4,0,15.15,74.5,1.55,0
2016-05-07,5,0,15.1,75,2.2,0
2016-05-07,6,12.7925,14.8,77,2,0
2016-05-07,7,61.285,15.45,75,2.45,0
2016-05-07,8,98.4725,16.2,71.5,2.7,0
2016-05-07,9,145.18,16.9,72,2.2,0
2016-05-07,10,201.11,17.8,68,2.9,0
2016-05-07,11,242.165,18.5,65.5,3.1,0
2016-05-07,12,361.4625,19.95,60.5,3.6,0
2016-05-07,13,358.785,20.55,57,3.35,0
2016-05-07,14,260.61,19.6,74.5,2,0
2016-05-07,15,167.4925,18.85,81,1.8,0
2016-05-07,16,176.715,18.25,84,2,0
2016-05-07,17,100.2575,18.05,84,1.8,0
2016-05-07,18,7.14,16.6,91,1.1,0
2016-05-07,19,0,16,94,1.3,0
2016-05-07,20,0,15.7,95,1.3,0
2016-05-07,21,0,15.3,95,0.9,0
2016-05-07,22,0,15,96,0.65,0
2016-05-07,23,0,14.8,92.5,0.65,0
2016-05-08,0,0,14.25,92,0.4,0
2016-05-08,1,0,13,94.5,0.65,0
2016-05-08,2,0,13.7,95,0.4,0
2016-05-08,3,0,12.85,94.5,0.85,0
2016-05-08,4,0,13.15,93,0.9,0
2016-05-08,5,0,13.4,94,0.65,0
2016-05-08,6,16.065,13.05,93.5,0.9,0
2016-05-08,7,71.6975,14.8,90,1.55,0
2016-05-08,8,201.705,16.45,84,2.9,0
2016-05-08,9,416.7975,19.25,66.5,2.9,0
2016-05-08,10,523.6,21.05,59,2.7,0
2016-05-08,11,372.47,21.15,56,3.35,0
2016-05-08,12,286.195,20.7,66.5,2.9,0
2016-05-08,13,271.32,20,77.5,2.9,0
2016-05-08,14,276.08,19.1,82,3.15,0
2016-05-08,15,176.4175,17.75,89,2.9,0
2016-05-08,16,159.1625,17.25,89.5,3.6,0
2016-05-08,17,37.1875,16,93,2.9,0
2016-05-08,18,0,14.7,96,1.8,0
2016-05-08,19,0,14.45,97,2.25,0
2016-05-08,20,0,14.15,96,1.55,0
2016-05-08,21,0,13.85,95,0.65,0
2016-05-08,22,0,14.05,94.5,1.1,0
2016-05-08,23,0,14,96.5,1.55,0
2016-05-09,0,0,13.65,91.5,2.45,0
2016-05-09,1,0,13.3,87,2.45,0
2016-05-09,2,0,14.15,82.5,1.8,0
2016-05-09,3,0,13.4,87.5,2,0
2016-05-09,4,0,14.3,85.5,2,0
2016-05-09,5,0,14,89.5,1.3,0
2016-05-09,6,12.1975,13.1,95,0.45,0
2016-05-09,7,79.135,15.5,85,1.55,0
2016-05-09,8,273.4025,17.45,75.5,2.9,0
2016-05-09,9,314.755,18.75,71.5,2.65,0
2016-05-09,10,281.1375,19.05,68,2.7,0
2016-05-09,11,301.665,19.8,65.5,2.45,0
2016-05-09,12,352.5375,20.5,68,1.8,0
2016-05-09,13,460.53,21.25,61,1.75,0
2016-05-09,14,316.2425,21.35,68.5,2,0
2016-05-09,15,138.3375,19.9,77,2.65,0
2016-05-09,16,59.7975,16.1,74.5,3.55,0
2016-05-09,17,3.8675,14.95,88,1.1,0
2016-05-09,18,0,14.65,93,1.35,0
2016-05-09,19,0,14.4,94,1.35,0
2016-05-09,20,0,14,95.5,1.1,0
2016-05-09,21,0,13.8,94,1.3,0
2016-05-09,22,0,13.85,91.5,1.55,0
2016-05-09,23,0,13.3,95.5,0.65,0
2016-05-10,0,0,13.6,93.5,1.35,0
2016-05-10,1,0,14.75,83,2,0
2016-05-10,2,0,14.25,88,1.55,0
2016-05-10,3,0,13.55,96,0.65,0
2016-05-10,4,0,12.95,96,0.4,0
2016-05-10,5,0,13.15,97,0.4,0
2016-05-10,6,9.52,13.25,96.5,0.4,0
2016-05-10,7,60.69,15.3,82,1.8,0
2016-05-10,8,116.025,15.55,87,1.3,0
2016-05-10,9,120.785,16.05,78,2.45,0
2016-05-10,10,163.625,16.45,76.5,2.7,0
2016-05-10,11,233.835,17.3,72.5,2.9,0
2016-05-10,12,254.9575,18.3,67.5,2.7,0
2016-05-10,13,247.2225,18.15,75,2,0
2016-05-10,14,172.8475,17.4,85.5,1.75,0
2016-05-10,15,132.685,17.2,87.5,1.55,0
2016-05-10,16,95.2,16.45,91,1.8,0
2016-05-10,17,31.535,15.7,94,1.3,0
2016-05-10,18,1.785,15,96,1.3,0
2016-05-10,19,0,14.5,97,1.1,0
2016-05-10,20,0,14.25,97,0.9,0
2016-05-10,21,0,14.15,96,1.1,0
2016-05-10,22,0,13.4,95.5,0.4,0
2016-05-10,23,0,13.3,96.5,0.4,0
2016-05-11,0,0,14.75,87.5,1.75,0
